Date,Close,High,Low,Open,Volume
03-01-2022,178.8799133,179.7349619,174.6538737,174.7718053,104487900
04-01-2022,176.6096497,179.7939359,176.0396223,179.4892695,99310400
05-01-2022,171.9118652,177.07158,171.6366816,176.5212128,94537600
06-01-2022,169.0420532,172.2853049,168.6882437,169.7300121,96904000
07-01-2022,169.2091217,171.145244,168.0887273,169.9167408,86709100
10-01-2022,169.2288055,169.533472,165.2779343,166.1722884,106765600
11-01-2022,172.0691071,172.1673783,167.8823727,169.3565769,76138300
12-01-2022,172.5113678,174.1329864,171.8135862,173.0912178,74805200
13-01-2022,169.2288055,173.5826145,168.8356754,172.7570638,84505800
14-01-2022,170.093689,170.7914706,168.1477286,168.3934293,80440800
18-01-2022,166.8798828,169.5727523,166.4965904,168.5604668,90956700
19-01-2022,163.3712616,168.1378599,163.0862555,167.0764314,94815000
20-01-2022,161.6808777,166.7619662,161.356551,164.1084017,91420500
21-01-2022,159.6170044,163.4695895,159.5088955,161.5924326,122848900
24-01-2022,158.8405762,159.5088898,152.0395829,157.2681008,162294600
25-01-2022,157.0322113,159.9609591,154.3196813,156.2459662,115798400
26-01-2022,156.9437561,161.5629255,155.10592,160.6882318,108275300
27-01-2022,156.481842,161.0223856,155.5580051,159.6562905,121954600
28-01-2022,167.4007874,167.4204476,160.0002841,162.8602436,179935700
31-01-2022,171.7742462,171.990464,166.594872,167.2337028,115541600
01-02-2022,171.607193,171.8332334,169.3467436,171.0175053,86213900
02-02-2022,172.8160248,172.8553453,170.3491954,171.7447734,84914300
03-02-2022,169.9265747,173.209147,169.1599898,171.4794047,89418100
04-02-2022,169.6412354,171.323976,167.9584947,168.9425497,82465400
07-02-2022,168.9228668,171.1763459,168.2241812,170.1037297,77251200
08-02-2022,172.0423126,172.5540254,168.6965171,168.9917366,74829200
09-02-2022,173.4691772,173.8332727,172.1111768,173.2428488,71285000
10-02-2022,169.3755188,172.6819438,168.8146153,171.3633138,90865900
11-02-2022,165.9509888,170.3201942,165.3605499,169.5821531,98670700
14-02-2022,166.1871643,166.8759996,163.9041502,164.7012321,86185500
15-02-2022,170.0348053,170.1922577,167.535313,168.2438335,62527400
16-02-2022,169.798645,170.5760416,167.3385082,169.1098097,61177400
17-02-2022,166.1871643,169.1688489,165.7836983,168.3028759,69589300
18-02-2022,164.6323547,167.8206824,163.5400534,167.1121768,82772700
22-02-2022,161.6998901,164.0320952,159.564478,162.3493549,91162800
23-02-2022,157.5176544,163.5006942,157.2027497,162.9004202,90009200
24-02-2022,160.1450806,160.2533272,149.5763268,150.1470804,141147500
25-02-2022,162.2214508,162.4871348,158.3049016,161.2275458,91974200
28-02-2022,162.4871216,162.782341,159.8400118,160.4599711,95056600
01-03-2022,160.5977631,163.9435589,159.3873797,162.0738455,83474400
02-03-2022,163.9041595,164.6914064,160.3517212,161.7687625,79724800
03-03-2022,163.5794067,166.2166811,162.9102568,165.7836946,76678400
04-03-2022,160.568222,162.9102773,159.5152912,161.8671816,83737200
07-03-2022,156.7599335,162.3887282,156.5040696,160.7551936,96418800
08-03-2022,154.9295959,160.2828567,153.3157466,156.2875964,131148300
09-03-2022,160.3517151,160.8043869,156.868168,158.9051534,91454900
10-03-2022,155.9923859,157.8325637,153.492878,157.6455909,105342000
11-03-2022,152.2628021,156.7402547,152.0364737,156.3958295,96970100
14-03-2022,148.2183075,151.6624988,147.7066099,149.0350747,108732100
15-03-2022,152.6170502,153.0894073,147.9821606,148.4938583,92964300
16-03-2022,157.0453033,157.4487694,151.9971124,154.5458107,102300200
17-03-2022,158.0588989,158.4328446,155.1165843,156.0809539,75615400
18-03-2022,161.3653107,161.8573381,157.212598,157.9506391,123511700
21-03-2022,162.7429962,163.6975306,160.410776,160.9028034,95811400
22-03-2022,166.1281281,166.7185519,162.2804704,162.8708943,81532000
23-03-2022,167.4959869,169.8872331,164.9767938,165.3113839,98062700
24-03-2022,171.2944336,171.3633096,167.4959813,168.3324189,90131400
25-03-2022,171.9340515,172.4851198,169.9954624,171.1074491,80546200
28-03-2022,172.8000641,172.927981,169.2574601,169.4247476,90371900
29-03-2022,176.1064911,176.1556818,173.5282568,173.872682,100589400
30-03-2022,174.9354401,176.7460974,173.8824941,175.7030017,92633200
31-03-2022,171.8258362,175.1913023,171.619178,175.0043295,103049300
01-04-2022,171.5306091,172.0915276,169.1984038,171.255075,78751300
04-04-2022,175.5947571,175.6439628,171.6585375,171.7864695,76468400
05-04-2022,172.2686157,175.4569584,171.6388213,174.6697116,73401800
06-04-2022,169.0901642,170.8614661,167.4172738,169.6117121,89058800
07-04-2022,169.3951874,170.5957354,167.1417086,168.4308179,77594700
08-04-2022,167.3778992,169.0409544,166.5020909,169.0409544,76575500
11-04-2022,163.107132,166.3348315,162.8611182,166.0199416,72246700
12-04-2022,164.9866333,167.161386,163.9828932,165.3408936,79265200
13-04-2022,167.6829224,168.3127168,164.1108139,164.720923,70618900
14-04-2022,162.6544189,168.5390777,162.4084052,167.8994331,75329400
18-04-2022,162.437973,163.943576,160.9618905,161.3063007,69023900
19-04-2022,164.7307739,165.1440902,161.2964322,162.3887336,67723800
20-04-2022,164.5634766,166.187176,163.4515049,166.0690792,67929800
21-04-2022,163.7664032,168.794924,163.2645406,166.2167051,87227800
22-04-2022,159.2102203,165.1932754,158.9248511,163.8057695,84882400
25-04-2022,160.2828522,160.5682215,155.9333317,158.5509061,96046400
26-04-2022,154.2997894,159.7514462,154.2210632,159.6628849,95623200
27-04-2022,154.0734863,157.2421294,152.9024586,153.4240065,88063200
28-04-2022,161.0307465,161.8967196,156.3958412,156.710746,130216800
29-04-2022,155.136261,163.549934,154.742645,159.2594537,131747600
02-05-2022,155.44133,155.707014,150.8261097,154.2112612,123055300
03-05-2022,156.9370575,158.1474557,153.8274557,155.6282628,88966500
04-05-2022,163.3727722,163.825429,156.7205526,157.1240186,108256500
05-05-2022,154.2702789,161.4637173,152.4792919,161.2373889,130525300
06-05-2022,154.999527,157.1282118,151.9444692,153.7479371,116124600
09-05-2022,149.8552399,153.5705819,149.2935123,152.6836222,131577900
10-05-2022,152.2696991,154.4673764,150.7126063,153.2650644,115366700
11-05-2022,144.3758545,153.1960829,143.6958566,151.2743595,142689800
12-05-2022,140.492981,144.080203,136.7875036,140.6999427,182602000
13-05-2022,144.9769897,145.9526407,141.0349875,142.4935241,113990900
16-05-2022,143.4297638,145.381066,142.0894823,143.4396284,86643800
17-05-2022,147.0761414,147.5984556,144.5532467,146.7016463,78336300
18-05-2022,138.7782288,145.2233973,137.8715548,144.7207973,109742900
19-05-2022,135.3585358,139.6060416,134.6194102,137.8518515,136095600
20-05-2022,135.5950165,138.6599238,130.687228,137.0732673,137426100
23-05-2022,141.0350037,141.1828227,135.6541633,135.7921328,117726300
24-05-2022,138.3248749,139.9115316,135.338809,138.7683472,104132700
25-05-2022,138.4825287,139.7341034,136.3341299,136.4228213,92482700
26-05-2022,141.6952972,142.2471753,135.1515728,135.397948,90601500
27-05-2022,147.4703217,147.5097351,143.1538239,143.2819438,90978500
31-05-2022,146.6819,148.4755183,144.7108989,146.908576,103718400
01-06-2022,146.5538177,149.5398837,145.5387382,147.726551,74286600
02-06-2022,149.0175476,149.0766752,144.7306141,145.6865509,72348100
03-06-2022,143.2720947,145.8245379,142.3654359,144.7700449,88570300
06-06-2022,144.0210571,146.4158314,142.799031,144.8981521,71598400
07-06-2022,146.5538177,146.8396063,142.0106589,142.257034,67808200
08-06-2022,145.8146973,147.6969923,145.3219469,146.4257029,53950200
09-06-2022,140.5718384,145.8048454,140.4634327,144.9474645,69473000
10-06-2022,135.1417084,138.7190655,135.0727161,138.2460294,91437900
13-06-2022,129.9678345,133.2396889,129.5342118,130.9434705,122207100
14-06-2022,130.8350372,131.9486576,129.5735978,131.1996826,84784300
15-06-2022,133.4663544,135.3486643,130.2437779,132.3428842,91533000
16-06-2022,128.1742096,130.4704279,127.1689947,130.1649251,108123900
17-06-2022,129.6524811,131.1504465,127.9278547,128.1840945,134520300
21-06-2022,133.8999329,135.0726807,131.3869189,131.4854599,81000500
22-06-2022,133.3874969,135.7625417,131.9683738,132.835604,73409200
23-06-2022,136.2651978,136.5805502,133.6634763,134.8362246,72433800
24-06-2022,139.6060181,139.8523932,137.7434225,137.8715274,89116800
27-06-2022,139.6060181,141.409486,138.9260202,140.6309321,70207900
28-06-2022,135.4472046,141.340494,135.3289493,140.0692048,67083400
29-06-2022,137.2112732,138.6303968,134.6883935,135.4669476,66242400
30-06-2022,134.7376556,136.3637258,131.8304316,135.2599698,98964500
01-07-2022,136.9156036,137.0240093,133.6930272,134.0675072,71051600
05-07-2022,139.5074768,139.5567548,134.9446037,135.7724358,73353800
06-07-2022,140.8477478,142.0303455,139.0344303,139.3005196,74064300
07-07-2022,144.2280121,144.4251092,141.2025182,141.2123678,66253700
08-07-2022,144.90802,145.410635,142.8976052,143.1538299,64547800
11-07-2022,142.7694855,144.513826,141.6952933,143.5578891,63141600
12-07-2022,143.7451172,146.2975601,142.9468641,143.6465611,77588800
13-07-2022,143.3805237,144.3265961,140.0593756,140.9167716,71185600
14-07-2022,146.3173065,146.7903427,141.1729911,141.9909586,78140700
15-07-2022,147.9926605,148.6726585,146.0512226,147.6083158,76259900
18-07-2022,144.9375916,149.3723446,144.5729461,148.5543772,81420900
19-07-2022,148.8106079,149.0372689,144.7799136,145.7752639,82982400
20-07-2022,150.8210297,151.491178,148.1897444,148.92887,64823400
21-07-2022,153.0975342,153.3143455,149.7369733,152.2598526,65086600
22-07-2022,151.8558044,154.0140535,151.1856712,153.1369584,66675400
25-07-2022,150.7323456,152.7920387,150.0720618,151.776974,53623900
26-07-2022,149.4019165,150.870303,148.6135129,150.0523356,55138700
27-07-2022,154.5166321,155.0488108,149.9537745,150.367683,78620700
28-07-2022,155.0685425,155.3543311,152.171168,154.703897,81378700
29-07-2022,160.1537018,161.2574727,157.1873503,158.9021268,101786900
01-08-2022,159.1682129,161.2180562,158.5572073,158.6754625,67829400
02-08-2022,157.6899567,160.0551673,157.3154766,157.7786632,59907000
03-08-2022,163.7212067,164.1745285,158.419209,158.5079005,82507500
04-08-2022,163.4058533,164.7658489,162.0458576,163.6029504,55474100
05-08-2022,163.178894,163.6723288,160.8597445,161.0669937,56697000
08-08-2022,162.7051849,165.6065839,162.0439841,164.1854893,60276900
09-08-2022,162.7545166,163.6427082,161.1064463,161.8663401,63135500
10-08-2022,167.0177917,167.1164697,164.7085058,165.4782628,70170500
11-08-2022,166.2776794,168.7448537,165.9816155,167.827057,57149200
12-08-2022,169.8402405,169.9093135,167.1756809,167.5901793,68039400
15-08-2022,170.9159393,171.1133102,169.100103,169.267869,54091700
16-08-2022,170.7580261,171.4291052,169.4060197,170.5113088,56377100
17-08-2022,172.2580872,173.8370694,170.3040896,170.5014605,79542000
18-08-2022,171.8633423,172.6034945,170.8468678,171.4686005,62290100
19-08-2022,169.2678833,171.4587351,169.0606341,170.758051,70346300
22-08-2022,165.3697357,167.6296603,164.945374,167.4618943,69026800
23-08-2022,165.0341797,166.4947574,164.4617936,164.8861553,54147100
24-08-2022,165.330246,165.9026321,164.0670542,165.1230118,53841500
25-08-2022,167.7974548,167.9060111,166.139521,166.5638677,51218200
26-08-2022,161.4716187,168.8040685,161.4124089,168.3303752,78961000
29-08-2022,159.2610168,160.7610478,157.7215027,159.034026,73314000
30-08-2022,156.8234558,160.4255239,155.6490785,160.0011772,77906200
31-08-2022,155.1556244,158.4715065,155.076673,158.2050475,87991100
01-09-2022,155.8859406,156.3398922,152.6391309,154.5832654,74229900
02-09-2022,153.7641296,158.2543887,152.9351629,157.6523978,76957800
06-09-2022,152.500946,155.0273296,151.6719793,154.4154753,73714800
07-09-2022,153.9121857,154.6128546,151.5930361,152.787155,87449600
08-09-2022,152.4318695,154.3069155,150.6752279,152.6094988,84923800
09-09-2022,155.3036804,155.7477838,152.7180866,153.428634,68028800
12-09-2022,161.2840729,162.1031764,157.2083121,157.4944977,104956000
13-09-2022,151.8200226,158.4320462,151.3561926,157.8004502,122656600
14-09-2022,153.2707214,155.0372265,151.5930461,152.757545,87965400
15-09-2022,150.3693237,153.2016499,149.3923324,152.6193853,90481100
16-09-2022,148.7212524,149.3627267,146.4218444,149.2245656,162278800
19-09-2022,152.4515991,152.5305505,147.1422513,147.3494855,81474200
20-09-2022,154.8398132,156.004327,151.0699797,151.3857701,107689800
21-09-2022,151.7015991,156.6556888,151.5831796,155.2740623,101696800
22-09-2022,150.7344513,152.4417313,148.9284783,150.3791777,86652500
23-09-2022,148.4547729,149.4811257,146.6093318,149.2048034,96029900
26-09-2022,148.7903442,151.7509532,147.6751767,147.6949183,93339400
27-09-2022,149.7673492,152.6884904,147.9811174,150.7344924,84442700
28-09-2022,147.8725128,148.6620114,142.9381656,145.7014031,146691400
29-09-2022,140.6091766,144.7935092,138.8328083,144.1816548,128138200
30-09-2022,136.3853912,141.2210619,136.1880203,139.4249518,124925300
03-10-2022,140.5795746,141.191444,135.8820806,136.395257,114311700
04-10-2022,144.1816406,144.3000601,142.3657893,143.125683,87830100
05-10-2022,144.4776917,145.4448346,141.1322046,142.1782989,79471000
06-10-2022,143.5204315,145.6027269,143.3131973,143.8954468,68402200
07-10-2022,138.2505798,141.2210674,137.6189838,140.6684077,85925600
10-10-2022,138.5762177,140.0269171,136.7505181,138.5762177,74899000
11-10-2022,137.1551208,139.4940118,136.4051054,138.063039,77033700
12-10-2022,136.5235443,138.5170252,136.345915,137.3031798,70433700
13-10-2022,141.1124878,141.7046005,132.6056617,133.2175311,113224000
14-10-2022,136.5630341,142.6224134,136.3755264,142.4151642,88598000
17-10-2022,140.5400848,141.0236412,138.4281848,139.2176834,85250900
18-10-2022,141.8625336,144.7737965,138.763763,143.5796924,99136600
19-10-2022,141.9710541,143.0467383,139.6420413,139.829549,61758300
20-10-2022,141.5072327,143.9744067,140.7769437,141.1420957,64522000
21-10-2022,145.3362732,145.9086593,140.7769259,140.9940384,86548600
24-10-2022,147.4876556,148.2574127,144.0829586,145.2573358,75981900
25-10-2022,150.3397217,150.4877612,147.3988543,148.1192649,74732300
26-10-2022,147.3889465,149.9942811,146.096135,148.9778068,88194300
27-10-2022,142.8987122,147.0929077,142.2375114,146.1257798,109180200
28-10-2022,153.6950836,155.4319688,145.8790779,146.2540781,164762400
31-10-2022,151.3265686,152.2147602,149.9252157,151.1489393,97943200
01-11-2022,148.6719055,153.4088828,147.1718745,153.0437459,80379300
02-11-2022,143.1256866,150.1719345,143.0960818,146.9942134,93604600
03-11-2022,137.0564575,140.9249846,136.9281597,140.1946957,97918500
04-11-2022,136.7895813,141.030269,132.8355539,140.4569332,140814800
07-11-2022,137.3233337,137.550686,134.1106873,135.5341392,83374600
08-11-2022,137.8966827,139.8044934,135.9097897,138.7962274,89908500
09-11-2022,133.3199005,136.9576132,133.0431198,136.9081848,74917800
10-11-2022,145.1819916,145.1819916,137.8967012,139.6167084,118854000
11-11-2022,147.9794312,148.2858658,142.7106893,144.1440359,93979700
14-11-2022,146.5757446,148.5527577,145.7355081,147.2578165,73374100
15-11-2022,148.3155365,151.8247383,146.8525508,150.4704889,89868300
16-11-2022,147.0798798,148.1474686,145.59712,147.4159834,64218300
17-11-2022,148.9877014,149.7389609,144.4702195,144.7470001,80389400
18-11-2022,149.551178,150.9449761,148.2463569,150.5594591,74829600
21-11-2022,146.3088837,148.6417603,146.0222233,148.4341823,58724100
22-11-2022,148.4539032,148.6911502,145.241257,146.4274769,51804100
23-11-2022,149.3336945,150.084954,147.6235672,147.7323036,58301400
25-11-2022,146.4077148,147.1688692,145.4290879,146.6054131,35195900
28-11-2022,142.5624237,144.9546079,141.7320818,143.471848,69246000
29-11-2022,139.5474548,143.1456177,138.7368874,142.6315902,83763800
30-11-2022,146.3286438,147.0107158,138.934618,139.7748396,111380900
01-12-2022,146.6054382,147.416021,144.9249797,146.5065966,71250400
02-12-2022,146.1111908,146.2990095,143.9760124,144.2824622,65447400
05-12-2022,144.9447479,149.1854352,144.0946315,146.071645,68826400
06-12-2022,141.2674866,145.6070301,140.2888596,145.3796778,64727200
07-12-2022,139.3201141,141.7221778,138.3909156,140.5557473,69721100
08-12-2022,141.010498,141.8705093,139.4783245,140.7238377,62128300
09-12-2022,140.5260925,143.8969034,139.2805646,140.7040165,76097000
12-12-2022,142.8293304,142.8392101,139.4387448,141.0598951,70462700
13-12-2022,143.7980804,148.2463609,142.5822213,147.7817615,93886200
14-12-2022,141.5640259,144.9743704,139.5375845,143.6794292,82291200
15-12-2022,134.9311523,140.1702404,134.466553,139.4881684,98931900
16-12-2022,132.9640503,136.0679612,132.1930162,135.1190031,160156900
19-12-2022,130.8486023,133.6460775,129.8106825,133.5571156,79592600
20-12-2022,130.7794037,131.7184818,128.3970996,129.8798592,77432800
21-12-2022,133.8932343,135.237604,131.2242691,131.4516214,85928000
22-12-2022,130.7102203,133.0134425,128.8024099,132.8058645,77852100
23-12-2022,130.3444977,130.898059,128.1500115,129.4152989,63814900
27-12-2022,128.5355072,129.8996511,127.240566,129.8699971,69007800
28-12-2022,124.5913773,129.5240233,124.4233329,128.1796536,85438400
29-12-2022,128.1203461,128.980342,126.2619563,126.5189626,75703700
30-12-2022,128.436676,128.4564504,125.9654167,126.9341566,77034200
03-01-2023,123.6325226,129.3955104,122.7428651,128.7826412,112117500
04-01-2023,124.9077072,127.1812756,123.6424198,125.4316146,89113600
05-01-2023,123.5830917,126.3014849,123.3260855,125.6688413,80962700
06-01-2023,128.1302185,128.7925161,123.4545866,124.5617167,87754700
09-01-2023,128.6541443,131.8766859,128.397138,128.9704737,70790800
10-01-2023,129.227478,129.7513854,126.6474749,128.7628787,63896200
11-01-2023,131.95578,131.9755393,128.9606056,129.7415193,69458900
12-01-2023,131.876709,132.7169308,129.9293492,132.3413084,71379600
13-01-2023,133.2111664,133.3693311,130.1468045,130.5125471,57809700
17-01-2023,134.3776093,135.7120843,132.5884145,133.2803662,63646600
18-01-2023,133.6559906,137.0169072,133.4780516,135.2474869,69672800
19-01-2023,133.7153015,134.6840338,132.2325415,132.5389762,58280400
20-01-2023,136.2854309,136.433716,132.677387,133.7252019,80223600
23-01-2023,139.4881897,141.6727963,136.3150764,136.5325491,81760300
24-01-2023,140.891861,141.514625,138.6874952,138.6973748,66435100
25-01-2023,140.229538,140.7929788,137.21459,139.2706854,65799300
26-01-2023,142.3054352,142.5920955,140.2690987,141.5245064,54105100
27-01-2023,144.2527618,145.5378234,141.4355271,141.5146094,70555800
30-01-2023,141.3564606,143.8771557,141.2081906,143.2939404,64015300
31-01-2023,142.6316071,142.6810354,140.6447143,141.0598852,65874500
01-02-2023,143.7585144,144.9249601,139.6957666,142.3153031,77663600
02-02-2023,149.0865631,149.442411,146.4670117,147.1886173,118339000
03-02-2023,152.7242737,155.5711776,146.1309363,146.3286346,154357300
06-02-2023,149.9860992,151.3403635,149.047021,150.8164562,69858300
07-02-2023,152.8725281,153.4458637,148.9086223,148.9086223,83322600
08-02-2023,150.1739349,152.8033664,149.4325549,152.1114147,64120100
09-02-2023,149.1359863,152.5562258,148.6911614,152.0125442,56007100
10-02-2023,149.5022888,149.8289959,147.7301671,147.9677763,57450700
13-02-2023,152.3139801,152.7198752,149.4132251,149.4429244,62199000
14-02-2023,151.6704254,152.2347417,149.3537919,150.6012065,61707600
15-02-2023,153.7791595,153.9474604,151.3536238,151.5813232,65573800
16-02-2023,152.1753693,154.7692064,151.8189629,151.977354,68167900
17-02-2023,151.0269318,151.4724359,149.3439077,150.8289316,59144100
21-02-2023,146.9975586,149.7894107,146.9282653,148.7003872,58867200
22-02-2023,147.4232941,148.4529041,145.690766,147.383685,51011300
23-02-2023,147.9084015,148.8390191,145.7699782,148.591515,48394200
24-02-2023,145.2452545,145.720458,144.2651332,145.6412549,55469600
27-02-2023,146.443161,147.680681,145.9778523,146.2352661,44998500
28-02-2023,145.9382477,147.5915724,145.3640366,145.5818414,50547000
01-03-2023,143.8592072,145.7600359,143.5621994,145.3640355,55479000
02-03-2023,144.4532318,145.2452476,142.4632901,142.9385086,52238100
03-03-2023,149.52211,149.6013131,145.8590539,146.5619568,70732300
06-03-2023,152.2941437,154.7394841,151.9278426,152.2545346,87558000
07-03-2023,150.0864258,152.4921573,149.6211171,152.1654502,56182000
08-03-2023,151.34375,151.9377657,150.3141399,151.2843515,47204800
09-03-2023,149.0864868,152.9970465,148.7300805,152.0268352,53833600
10-03-2023,147.0173798,149.4330213,146.1362661,148.7103138,68572400
13-03-2023,148.9676819,151.6110223,146.2253338,146.3342362,84457100
14-03-2023,151.0665436,151.8684542,148.6014133,149.769625,73695900
15-03-2023,151.4625397,151.7199384,148.4231836,149.680508,77167900
16-03-2023,154.2939911,154.8979014,150.1260173,150.6408298,76161100
17-03-2023,153.4524689,155.175102,152.7396562,154.5216879,98944600
20-03-2023,155.8285065,156.2443265,152.6109546,153.5217826,73641400
21-03-2023,157.6897583,157.8085554,154.9771088,155.7493353,73938300
22-03-2023,156.2542419,160.5212089,156.2344374,157.7095668,75701800
23-03-2023,157.3432312,159.9370833,156.1057112,157.2442387,67622100
24-03-2023,158.6500549,158.7391527,156.2740227,157.2739334,59196500
27-03-2023,156.6997375,159.1648829,156.2938273,158.3431678,52390300
28-03-2023,156.0759888,156.9076135,154.4226642,156.3928011,45992200
29-03-2023,159.164856,159.4420592,157.7590352,157.7788247,51305700
30-03-2023,160.7389984,160.8479008,159.6598846,159.9172833,49501700
31-03-2023,163.2536163,163.352624,160.2934785,160.8181857,68749800
03-04-2023,164.5109558,164.6297529,162.5804276,162.6299315,56976200
04-04-2023,163.9763336,165.1742444,163.4615211,164.9366502,46278300
05-04-2023,162.1249847,163.4021136,160.1845622,163.0952111,51511700
06-04-2023,163.016037,163.3130448,160.3825908,160.8082904,45390100
10-04-2023,160.4122925,160.4122925,158.4817643,159.8083821,47716900
11-04-2023,159.1945648,160.7389873,158.9074517,160.7290925,47644200
12-04-2023,158.5015411,160.4419637,158.1847288,159.610354,50133100
13-04-2023,163.9070282,164.1446374,159.808363,160.016273,68445600
14-04-2023,163.5605469,164.6594652,162.1844253,162.9467267,49386500
17-04-2023,163.5803223,163.7387284,162.3923062,163.4417206,41516200
18-04-2023,164.8079681,165.7385856,163.9961478,164.441667,49923000
19-04-2023,165.9563904,166.4810977,163.8872454,164.1446593,47720200
20-04-2023,164.986145,166.1939656,163.9070313,164.4317385,52456400
21-04-2023,163.3724365,164.7881521,162.8477293,163.4021358,58337300
24-04-2023,163.6793518,163.9466604,162.2537263,163.3526447,41949600
25-04-2023,162.1349182,164.6495521,162.0953091,163.5407391,48714100
26-04-2023,162.1249847,163.629813,161.174578,161.4319767,45498800
27-04-2023,166.7285919,166.8770883,163.5407393,163.5407393,64902300
28-04-2023,167.9858856,168.1542016,166.2038691,166.8077794,55209200
01-05-2023,167.8968048,168.7482191,166.9562927,167.5899023,52472900
02-05-2023,166.8572693,168.6492107,165.8672534,168.3917969,48425700
03-05-2023,165.7781677,169.2135243,165.4910697,167.8077034,65136000
04-05-2023,164.1347198,165.3722397,162.6695006,163.2437116,81235400
05-05-2023,171.8370819,172.5597893,169.0551243,169.272929,113316400
08-05-2023,171.7677612,172.1142728,170.3916397,170.7579408,55962800
09-05-2023,170.0550537,171.8073712,169.8867528,171.322273,45326900
10-05-2023,171.8271942,172.292503,170.1837638,171.2925922,53724500
11-05-2023,172.0152435,172.8468532,170.4510168,172.1142512,49514700
12-05-2023,171.083374,172.5605285,169.5268918,172.1243165,45497800
15-05-2023,170.5876617,171.7178403,169.9928246,171.668268,37266700
16-05-2023,170.5876617,171.6484361,170.3199835,170.5083491,42110300
17-05-2023,171.2023468,171.4402696,168.9518977,170.2307933,57951600
18-05-2023,173.5420074,173.7303731,171.0932844,171.5096645,65496700
19-05-2023,173.651062,174.8704618,173.432956,174.8704618,55772400
22-05-2023,172.6993256,173.2049418,171.9557865,172.4812196,43570900
23-05-2023,170.082077,171.8864057,169.8044903,171.6385594,50747300
24-05-2023,170.3596497,170.934655,169.0510289,169.6161107,45143500
25-05-2023,171.4997559,172.401905,170.2109519,170.9247505,56058300
26-05-2023,173.9187164,174.2557989,171.6187104,171.826908,54835000
30-05-2023,175.7726135,177.4480571,175.0489065,175.4355462,55964400
31-05-2023,175.723053,177.8049683,175.2372687,175.8023656,99625300
01-06-2023,178.5385742,178.5683146,175.4057931,176.169164,68901800
02-06-2023,179.3911743,180.214026,177.7157307,179.470487,61945900
05-06-2023,178.0329895,183.3567242,176.5062475,181.056718,121946500
06-06-2023,177.6661377,178.5682867,175.9014582,178.419585,64848400
07-06-2023,176.288147,179.6489426,175.7924543,176.902801,61944600
08-06-2023,179.0144653,179.2821285,175.9312562,176.3674531,50214900
09-06-2023,179.4010773,180.6601256,179.0739183,179.9364186,48870700
12-06-2023,182.2066956,182.3058401,179.4109969,179.7084155,54274900
13-06-2023,181.7308655,182.5636256,180.868365,181.2252643,54929100
