Date,Close,High,Low,Open,Volume
14-06-2023,182.3653107,182.8015226,180.4519444,181.7903054,57462900
15-06-2023,184.4075928,184.913209,182.1968076,182.3752648,65433200
16-06-2023,183.3269653,185.3791401,182.6825709,185.1213703,101235600
20-06-2023,183.4161835,184.4968049,182.8213614,182.8213614,49799100
21-06-2023,182.3752594,183.8127652,181.0170512,183.3071489,49515700
22-06-2023,185.3890839,185.4386562,182.0877684,182.1571727,51245300
23-06-2023,185.0718079,185.9442318,183.4161962,183.9515527,53079300
26-06-2023,183.6739807,186.430031,183.6343168,185.2205395,48088700
27-06-2023,186.4399261,186.7670851,184.0705158,184.2886218,50730800
28-06-2023,187.6196747,188.2640691,185.9838949,186.3110388,51216800
29-06-2023,187.9567413,188.4326172,187.3123469,187.4511403,46347300
30-06-2023,192.2990265,192.8046276,189.6123654,189.9791883,85069600
03-07-2023,190.8020172,192.2097825,190.1080354,192.1106379,31458200
05-07-2023,189.6817627,191.3175425,188.9778724,189.9197006,46920300
06-07-2023,190.1576233,190.3658209,187.5701069,188.2045929,45094300
07-07-2023,189.0373688,191.0102312,188.6011719,189.761091,46778000
10-07-2023,186.9851837,188.3533003,185.4287015,187.6295781,59922200
11-07-2023,186.4597626,187.6692539,184.9925165,187.5304606,46638100
12-07-2023,188.1351929,190.0485592,186.846389,188.0459567,60750200
13-07-2023,188.8985443,189.5429538,188.1450969,188.8588956,41342300
14-07-2023,189.0472717,189.5330409,187.9964057,188.5912278,41573900
17-07-2023,192.3188629,192.6460219,190.1576348,190.2468559,50520200
18-07-2023,192.0610657,192.6559029,190.7623534,191.6843496,48353800
19-07-2023,193.419281,196.5223068,190.9903749,191.4365104,80507300
20-07-2023,191.4662476,194.7774708,190.84167,193.4093543,59581200
21-07-2023,190.2865143,193.2904108,189.582624,192.4279104,71917800
24-07-2023,191.0895081,193.2309038,190.5938154,191.743826,45377800
25-07-2023,191.9520416,192.7649849,191.2580749,191.6645465,37283200
